index,Match No,Date,Man of the match,Venue,Home Team,Away Team,Toss Winner,Toss Decision,Winner,Result,Result Margin,Super Over,Umpire 1,Umpire 2,Loser,season
245,245,2011-05-25,MM Patel,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,Asad Rauf,SJA Taufel,Kolkata Knight Riders,2011
246,246,2011-05-27,CH Gayle,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,43.0,N,Asad Rauf,SJA Taufel,Mumbai Indians,2011
247,247,2011-05-28,M Vijay,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,58.0,N,Asad Rauf,SJA Taufel,Royal Challengers Bangalore,2011
248,248,2012-04-04,RE Levi,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,JD Cloete,SJA Taufel,Chennai Super Kings,2012
249,249,2012-04-05,IK Pathan,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,N,S Asnani,HDPK Dharmasena,Kolkata Knight Riders,2012
250,250,2012-04-06,SPD Smith,Wankhede Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,field,Pune Warriors,runs,28.0,N,AK Chaudhary,SJA Taufel,Mumbai Indians,2012
251,251,2012-04-06,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,runs,31.0,N,BF Bowden,SK Tarapore,Kings XI Punjab,2012
252,252,2012-04-07,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,runs,20.0,N,S Asnani,S Ravi,Delhi Daredevils,2012
253,253,2012-04-07,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,Chennai Super Kings,runs,74.0,N,JD Cloete,HDPK Dharmasena,Deccan Chargers,2012
254,254,2012-04-08,BJ Hodge,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,22.0,N,BF Bowden,VA Kulkarni,Kolkata Knight Riders,2012
255,255,2012-04-08,MN Samuels,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Pune Warriors,runs,22.0,N,S Das,SJA Taufel,Kings XI Punjab,2012
256,256,2012-04-09,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians,wickets,5.0,N,AK Chaudhary,JD Cloete,Deccan Chargers,2012
257,257,2012-04-10,L Balaji,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,42.0,N,S Ravi,RJ Tucker,Royal Challengers Bangalore,2012
258,258,2012-04-10,M Morkel,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,N,Asad Rauf,SK Tarapore,Chennai Super Kings,2012
259,259,2012-04-11,KA Pollard,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,27.0,N,Aleem Dar,BNJ Oxenford,Rajasthan Royals,2012
260,260,2012-04-12,F du Plessis,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,5.0,N,HDPK Dharmasena,RJ Tucker,Royal Challengers Bangalore,2012
261,261,2012-04-12,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,VA Kulkarni,SK Tarapore,Pune Warriors,2012
262,262,2012-04-13,Shakib Al Hasan,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,5.0,N,Asad Rauf,S Asnani,Rajasthan Royals,2012
263,263,2012-04-19,KP Pietersen,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Delhi Daredevils,wickets,5.0,N,BF Bowden,SK Tarapore,Deccan Chargers,2012
264,264,2012-04-14,JD Ryder,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Pune Warriors,wickets,7.0,N,Aleem Dar,BNJ Oxenford,Chennai Super Kings,2012
265,265,2012-04-15,SP Narine,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,2.0,N,Asad Rauf,S Asnani,Kolkata Knight Riders,2012
266,266,2012-04-15,AM Rahane,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,59.0,N,JD Cloete,RJ Tucker,Royal Challengers Bangalore,2012
267,267,2012-04-16,S Nadeem,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,N,BF Bowden,SK Tarapore,Mumbai Indians,2012
268,268,2012-04-17,BJ Hodge,Sawai Mansingh Stadium,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,5.0,N,Aleem Dar,BNJ Oxenford,Deccan Chargers,2012
269,269,2012-04-17,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,bat,Royal Challengers Bangalore,wickets,6.0,N,S Asnani,S Das,Pune Warriors,2012
270,270,2012-04-18,G Gambhir,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,8.0,N,JD Cloete,RJ Tucker,Kings XI Punjab,2012
271,271,2012-05-10,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,wickets,9.0,N,JD Cloete,SJA Taufel,Deccan Chargers,2012
272,272,2012-04-19,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,runs,13.0,N,Asad Rauf,S Das,Pune Warriors,2012
273,273,2012-04-20,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,N,S Ravi,RJ Tucker,Kings XI Punjab,2012
274,274,2012-04-21,F du Plessis,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,N,Aleem Dar,BNJ Oxenford,Rajasthan Royals,2012
275,275,2012-04-21,SC Ganguly,Feroz Shah Kotla,Delhi Daredevils,Pune Warriors,Delhi Daredevils,field,Pune Warriors,runs,20.0,N,Asad Rauf,S Das,Delhi Daredevils,2012
276,276,2012-04-22,SE Marsh,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,6.0,N,S Ravi,RJ Tucker,Mumbai Indians,2012
277,277,2012-04-22,B Lee,Barabati Stadium,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,N,BF Bowden,SK Tarapore,Deccan Chargers,2012
278,278,2012-04-23,AB de Villiers,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,runs,46.0,N,Asad Rauf,S Asnani,Rajasthan Royals,2012
279,279,2012-04-24,V Sehwag,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Delhi Daredevils,wickets,8.0,N,S Ravi,RJ Tucker,Pune Warriors,2012
280,280,2012-04-25,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,4.0,N,Aleem Dar,BNJ Oxenford,Kings XI Punjab,2012
281,281,2012-04-26,CL White,Subrata Roy Sahara Stadium,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,18.0,N,S Ravi,RJ Tucker,Pune Warriors,2012
282,282,2012-04-27,V Sehwag,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,runs,37.0,N,Aleem Dar,BNJ Oxenford,Mumbai Indians,2012
283,283,2012-04-28,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7.0,N,BF Bowden,SK Tarapore,Chennai Super Kings,2012
284,284,2012-04-28,G Gambhir,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,47.0,N,Asad Rauf,BR Doctrove,Royal Challengers Bangalore,2012
285,285,2012-04-29,V Sehwag,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,runs,1.0,N,S Ravi,RJ Tucker,Rajasthan Royals,2012
286,286,2012-04-29,DW Steyn,Wankhede Stadium,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Mumbai Indians,wickets,5.0,N,AK Chaudhary,BNJ Oxenford,Deccan Chargers,2012
287,287,2012-04-30,G Gambhir,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,N,BF Bowden,C Shamshuddin,Chennai Super Kings,2012
288,288,2012-05-01,KC Sangakkara,Barabati Stadium,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,runs,13.0,N,Aleem Dar,AK Chaudhary,Pune Warriors,2012
289,289,2012-05-01,P Negi,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Delhi Daredevils,wickets,6.0,N,JD Cloete,SJA Taufel,Rajasthan Royals,2012
290,290,2012-05-02,Azhar Mahmood,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4.0,N,BF Bowden,C Shamshuddin,Royal Challengers Bangalore,2012
291,291,2012-05-03,SL Malinga,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,1.0,N,Asad Rauf,S Asnani,Pune Warriors,2012
292,292,2012-05-04,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,10.0,N,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,2012
293,293,2012-05-05,SP Narine,Eden Gardens,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,7.0,N,BF Bowden,SK Tarapore,Pune Warriors,2012
294,294,2012-05-05,SR Watson,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43.0,N,JD Cloete,SJA Taufel,Kings XI Punjab,2012
295,295,2012-05-06,DR Smith,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,2.0,N,Asad Rauf,S Asnani,Chennai Super Kings,2012
296,296,2012-05-06,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,N,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,2012
297,297,2012-05-07,JH Kallis,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,wickets,6.0,N,JD Cloete,S Ravi,Delhi Daredevils,2012
298,298,2012-05-08,SR Watson,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,wickets,7.0,N,Asad Rauf,BR Doctrove,Pune Warriors,2012
299,299,2012-05-08,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,25.0,N,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,2012
300,300,2012-05-09,CH Gayle,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,N,BF Bowden,VA Kulkarni,Mumbai Indians,2012
301,301,2012-05-10,BW Hilfenhaus,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,N,BNJ Oxenford,C Shamshuddin,Rajasthan Royals,2012
302,302,2012-05-11,CH Gayle,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Royal Challengers Bangalore,runs,35.0,N,BF Bowden,SK Tarapore,Pune Warriors,2012
303,303,2012-05-12,RG Sharma,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,27.0,N,S Ravi,SJA Taufel,Kolkata Knight Riders,2012
304,304,2012-05-12,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,Chennai Super Kings,wickets,9.0,N,S Das,BR Doctrove,Delhi Daredevils,2012
305,305,2012-05-13,A Chandila,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,N,BF Bowden,SK Tarapore,Pune Warriors,2012
306,306,2012-05-13,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,Kings XI Punjab,wickets,4.0,N,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,2012
307,307,2012-05-14,AT Rayudu,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,N,S Das,BR Doctrove,Royal Challengers Bangalore,2012
308,308,2012-05-14,MEK Hussey,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,N,JD Cloete,SJA Taufel,Kolkata Knight Riders,2012
309,309,2012-05-15,UT Yadav,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,Delhi Daredevils,wickets,5.0,N,HDPK Dharmasena,BNJ Oxenford,Kings XI Punjab,2012
310,310,2012-05-16,SP Narine,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,runs,32.0,N,S Das,BR Doctrove,Mumbai Indians,2012
311,311,2012-05-17,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,VA Kulkarni,SK Tarapore,Chennai Super Kings,2012
312,312,2012-05-17,CH Gayle,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore,runs,21.0,N,HDPK Dharmasena,C Shamshuddin,Delhi Daredevils,2012
313,313,2012-05-18,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Deccan Chargers,wickets,5.0,N,S Ravi,SJA Taufel,Rajasthan Royals,2012
314,314,2012-05-19,UT Yadav,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,N,BF Bowden,VA Kulkarni,Kings XI Punjab,2012
315,315,2012-05-19,Shakib Al Hasan,Subrata Roy Sahara Stadium,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,34.0,N,S Asnani,BR Doctrove,Pune Warriors,2012
316,316,2012-05-20,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,9.0,N,S Ravi,SJA Taufel,Royal Challengers Bangalore,2012
317,317,2012-05-20,DR Smith,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,10.0,N,HDPK Dharmasena,C Shamshuddin,Rajasthan Royals,2012
318,318,2012-05-22,YK Pathan,Subrata Roy Sahara Stadium,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,18.0,N,BR Doctrove,SJA Taufel,Delhi Daredevils,2012
319,319,2012-05-23,MS Dhoni,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,38.0,N,BF Bowden,HDPK Dharmasena,Mumbai Indians,2012
320,320,2012-05-25,M Vijay,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Chennai Super Kings,runs,86.0,N,BR Doctrove,SJA Taufel,Delhi Daredevils,2012
321,321,2012-05-27,MS Bisla,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,N,BF Bowden,SJA Taufel,Chennai Super Kings,2012
322,322,2013-04-03,SP Narine,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,S Ravi,SJA Taufel,Delhi Daredevils,2013
323,323,2013-04-04,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,2.0,N,VA Kulkarni,C Shamshuddin,Mumbai Indians,2013
324,324,2013-04-05,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,runs,22.0,N,S Ravi,SJA Taufel,Pune Warriors,2013
325,325,2013-04-06,R Dravid,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5.0,N,S Das,C Shamshuddin,Delhi Daredevils,2013
326,326,2013-04-06,KA Pollard,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,N,M Erasmus,VA Kulkarni,Chennai Super Kings,2013
327,327,2013-04-07,M Vohra,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab,wickets,8.0,N,S Asnani,SJA Taufel,Pune Warriors,2013
328,328,2013-04-07,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,tie,,Y,AK Chaudhary,S Ravi,Royal Challengers Bangalore,2013
329,329,2013-04-08,SK Trivedi,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19.0,N,Aleem Dar,S Das,Kolkata Knight Riders,2013
330,330,2013-04-09,KD Karthik,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,runs,44.0,N,M Erasmus,VA Kulkarni,Delhi Daredevils,2013
331,331,2013-04-10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10.0,N,Aleem Dar,C Shamshuddin,Kings XI Punjab,2013
332,332,2013-04-11,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,N,Asad Rauf,AK Chaudhary,Kolkata Knight Riders,2013
333,333,2013-04-11,AJ Finch,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors,wickets,7.0,N,M Erasmus,K Srinath,Rajasthan Royals,2013
334,334,2013-04-12,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad,wickets,3.0,N,Aleem Dar,Subroto Das,Delhi Daredevils,2013
335,335,2013-04-13,RG Sharma,Wankhede Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,runs,41.0,N,S Ravi,SJA Taufel,Pune Warriors,2013
336,336,2013-04-13,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,N,Asad Rauf,AK Chaudhary,Royal Challengers Bangalore,2013
337,337,2013-04-14,G Gambhir,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48.0,N,M Erasmus,VA Kulkarni,Sunrisers Hyderabad,2013
338,338,2013-04-14,JP Faulkner,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,N,Aleem Dar,C Shamshuddin,Kings XI Punjab,2013
339,339,2013-04-15,SPD Smith,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,bat,Pune Warriors,runs,24.0,N,Asad Rauf,AK Chaudhary,Chennai Super Kings,2013
340,340,2013-04-16,MS Gony,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4.0,N,CK Nandan,SJA Taufel,Kolkata Knight Riders,2013
341,341,2013-04-16,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,Royal Challengers Bangalore,tie,,Y,M Erasmus,VA Kulkarni,Delhi Daredevils,2013
342,342,2013-04-17,A Mishra,Subrata Roy Sahara Stadium,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Sunrisers Hyderabad,runs,11.0,N,Asad Rauf,AK Chaudhary,Pune Warriors,2013
343,343,2013-04-17,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87.0,N,Aleem Dar,C Shamshuddin,Mumbai Indians,2013
344,344,2013-04-18,MEK Hussey,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86.0,N,M Erasmus,VA Kulkarni,Delhi Daredevils,2013
345,345,2013-04-19,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5.0,N,HDPK Dharmasena,CK Nandan,Kings XI Punjab,2013
346,346,2013-04-20,RA Jadeja,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4.0,N,Asad Rauf,AK Chaudhary,Kolkata Knight Riders,2013
347,347,2013-04-20,R Vinay Kumar,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,N,Aleem Dar,C Shamshuddin,Rajasthan Royals,2013
348,348,2013-04-21,V Sehwag,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,9.0,N,HDPK Dharmasena,S Ravi,Mumbai Indians,2013
349,349,2013-04-21,DA Miller,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,M Erasmus,K Srinath,Pune Warriors,2013
350,350,2013-04-22,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,N,S Asnani,AK Chaudhary,Rajasthan Royals,2013
351,351,2013-04-23,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,runs,130.0,N,Aleem Dar,C Shamshuddin,Pune Warriors,2013
352,352,2013-05-16,DA Miller,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,runs,7.0,N,HDPK Dharmasena,S Ravi,Delhi Daredevils,2013
353,353,2013-04-24,DR Smith,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5.0,N,HDPK Dharmasena,S Ravi,Kolkata Knight Riders,2013
354,354,2013-04-25,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,N,Aleem Dar,S Das,Sunrisers Hyderabad,2013
355,355,2013-04-26,JH Kallis,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6.0,N,CK Nandan,S Ravi,Kings XI Punjab,2013
356,356,2013-04-27,JP Faulkner,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8.0,N,VA Kulkarni,K Srinath,Sunrisers Hyderabad,2013
357,357,2013-04-27,DR Smith,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,runs,58.0,N,Asad Rauf,S Asnani,Royal Challengers Bangalore,2013
358,358,2013-04-28,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14.0,N,Aleem Dar,SJA Taufel,Kolkata Knight Riders,2013
359,359,2013-04-28,DA Warner,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Delhi Daredevils,runs,15.0,N,CK Nandan,S Ravi,Pune Warriors,2013
360,360,2013-04-29,SV Samson,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,N,M Erasmus,K Srinath,Royal Challengers Bangalore,2013
361,361,2013-04-29,RG Sharma,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4.0,N,Asad Rauf,AK Chaudhary,Kings XI Punjab,2013
362,362,2013-04-30,MS Dhoni,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37.0,N,S Das,SJA Taufel,Pune Warriors,2013
363,363,2013-05-01,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,N,Asad Rauf,S Asnani,Mumbai Indians,2013
364,364,2013-05-01,DA Warner,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,7.0,N,HDPK Dharmasena,CK Nandan,Kolkata Knight Riders,2013
